,company,subject,date,description
271,Easy,Despacho del producto,2019-10-17,"Realice una compra el día 9 de octubre la cual debería haber llegado el día 14 de octubre , lo cual nunca ocurrió . me llamaron para informar que el conserje de mi edificio no quiso recibir el producto, siendo que estaba notificada la llegada del producto. Llame a la administración de mi edificio los cuales me respondieron que no había ido ninguno camión ni persona de la empresa EASY, llame para reclamar pero siempre dicen que el pedido va en camino hoy se cumple el cuarto día y aun no recibo mi producto,Ademas indican que hubo problemas con la cobertura y en la pagina oficial de la tienda dice claramente que hay disponibilidad para todo el territorio nacional. levante un reclamo y tengo que esperar 48 horas para que me llamen y confirmar el Despacho nuevamente aun no tengo solución al problema "
272,Paris ,"Pésimo servicio en compras por internet, hostigación con correos electrónicos ",2019-10-17,"Realice un compra por vía Internet en tiendas paris, el cual me aplicaba un descuento por cyber day. pero tuve tuve que anular ya que la persona que ingrese no la permitieron retirar el producto, y el proceso a sido pésimo, llegan correos hostigando, y la devolución del dinero no fue en el tiempo estimado. "
273,Ripley ,Despacho ,2019-10-17,"El día lunes 7 de Octubre hice compra de un celular en Ripley que tenía como fecha de Despacho el día 11 de octubre, llame por teléfono el día 14 para averiguar porque este aún no llegaba y según la página de seguimiento el Despacho no tenía ningún avance; más de 30 minutos esperando en teléfono para que te contesten y te den la respuesta que ellos trabajan con una empresa privada y ellos mismo son los que manejan el tiempo de envíos de productos, en otras palabras Ripley no se hace responsable. Ayer presente un reclamo por no Despacho del producto y me dijeron que se pondrían en contacto con la empresa, pero al revisar los movimientos del Despacho sigue igual que los primeros días. Mi consejo es que no compren en Ripley con Despacho a domicilio, ya que este tarda mucho en llegar y ellos no se hacen responsable de tu tiempo de espera. "
274,Aduana,Paquete retenido en aduana hace un mes ,2019-10-17,"hola, mi reclamo es por que tengo un paquete de Aliexpress que llego a Chile el día 16 de septiembre y a la fecha se encuentra en aduana. supongo que el descuido fue por que caía justo un  día antes del feriado.fui a correos chile y no tienen idea de donde esta mi paquete. "
275,Falabella,Producto atrasado ,2019-10-17,Ya es segunda vez que el Producto que  compro a travez de internet no llega o se atrasan necesito respuestas 
276,Banco estado ,Retirados llamados por otra cuenta ,2019-10-17,"buenas tardes se realiza reclamo para área de cobranza al  banco de Estado el cual ya llevo tres semanas recibiendo entre 3 a 4 veces en dia preguntando si en el numero contacto se encuentra un Señor llamado Luis el cual es las primeras veces les indico que no pertenece a la persona señalada y que por favor si lo puede dejar registro para que no me llamen lo cual esto no ocurre ya todos los días me llaman preguntando lo mismo y solo se disculpan y me cortan ,muchas veces estos llamados son dentro de mi horario de trabajo el cual estoy en reunión y eh tenido que salir de ella para atender sus llamados para indicar lo mismo estos molesta frente a esta situación que aparece un hostigamiento en cual no tengo nada que ver con la persona que tiene una deuda con ellos . Ademas también soy cliente mismo banco y pueden darse la molesta de colaborar si al teléfono que llama pertenece a persona que necesitan .esperando tener una respuesta satisfactoria frente a lo mencionado , se despide  Atte.  Marjorie Rodriguez "
277,Aliexpress,Siniestro de producto,2019-10-17,"Buenas tardes, ise una compra al extranjero por aliExpress en el cual tube problemas con la entrega, ya que ise el seguimiento del producto y me sale imposibilidad en la entrega del paquete, me comunique con correos chile que es el encargado de la entrega y me dijieron que el camion en el que venia mi producto sufrio un siniestro, quisiera saber cuales son los pasos a seguir, si se ara devolución del dinero  o entrega de un nuevo producto.Mi numero de seguimiento es 12812400007000214793055001 "
278,Municipalidad de quilicura ,Plagas ,2019-10-17,"Hago mi reclamo porque encuentro indigno e insólito que yo informando de la situación de que en la casa de mi vecinos tienen Plagas pero ellos no hacen absolutamente nada e informo a la municipalidad por la plaga de ratones agresivos que están llenos de infecciones y pueden hasta producir virus, me tramitan por 3 sectores diferentes y inclusive la persona que me atendió la encargada de higiene ambiental pero trata como burla de que en quilicura no existen ratones y aparte pero dice que ellos no pueden hacer nada y que si hacen algo esto me lo cobrarán a mi, yo reiterando la información que la plaga no es en mi casa si no la de las casas de alado ella me responde: a entonces ponga un reclamo en la OIRS y ahí verá si le solucionan el tema, como  *****a  podemos tener a cargo personas completamente ineficientes y que más encima contestan mal, no saben responder y se supone que tendrían que tener resguardada la salud de las personas. Un asco su atención les importa un reverendo rábano la integridad de los quilicuranos. "
279,Mundo pacifico,Porfabor.contesten.contrate.recien.el.1'de.octubre.y.me.cortaron y.llamo y.no.me.contestan.y.me.sañe.la.deuda.e,2019-10-17,Den.alguna solucion.2 dias.sin.sistema.me.cortaton.las 3 cosas y aun.no llevo.ni.1'mes.recien.llevo.16 dias.y me.sale.la.deuda de.todo.el.mes como.es.posible. mas.encima.no.contestan los.telefonos y salen.las.operadoras.porfabor.haganse.responsables 
280,Abcdin,Cobro por telefono,2019-10-17,"Hace mucho tiempo que tengo fecha de pago los 05 de cada mes ,nunca he dejado de pagar una cuota, deje la cuenta en cero, como me lo dijerón para poder cambiar fecha de pago.y me dicen que no es posible , que todo es de santiago volvi a sacar un producto pero cancelo todos los 19 de cada mes he incluso los 16. Y me llaman todos los dias y a cada rato si no es una grabacion o algunas  operadoras sin respeto. Bloqueo los numeros y sirmpre siguen llamamdo de cuslquer otro. Hasta el momento nunca  he dejado de pagar, . Por lo cual estoy muy molesto con la tienda .terminando cerrare la cuenta. "
281,Notaría nelson eulogio baeza gutiérrez,No respetó la ley,2019-10-17,"Hace 1 mes que fui a realizar un contrato de compra y venta de una bodega a mi nombre en la notaría NELSON EULOGIO BAEZA GUTIERRÉZ ubicada en Av. Mapocho N°4167.- comuna de Quinta Normal.La bodega que la tengo hace aproximadamente 15 años, la inscribí en el Conservador de Bienes Raíces hace menos de un año, por lo cual la ley me facultaba a firmar una declaración jurada que bajo juramento declaro que yo NO era un vendedor habitual y por lo tanto quedaba exento del pago de IVA.Lamentablemente el notario NO aceptó esa facultad legal y cuando pedí hablar personalmente con él para explicarle, me respondió ""en mi notaría todos pagan"", cuando eran tan simple aceptar la declaración y tramitar la compra y venta.Anterior a esto y para estar seguro que no debía pagar, fui en 2 oportunidades al Servicio de Impuestos Internos de Maipú, donde me explicaron que efectivamente la ley exigía el pago del impuesto para aquellas propiedades que tuvieran menos de 1 año de inscripción, pero también me explicaron, como era mi caso, que la misma ley dejaba claro las excepciones.Envíe correo electrónico a la notaría en cuestión para exigir la devolución del dinero cancelado (aproximadamente 35 mil pesos) pero transcurrido el tiempo, no he tenido respuesta.Finalmente pude hacer el trámite en notaría del centro de Santiago sin ningún tipo de problema, donde SI me hicieron valer la ley.Agradecido.Patricio Toro Medel "
282,Ripley,No despachan prodcuto,2019-10-17,"Compre un Celular el día 8/10/2019 con fecha de entrega el 12/10/2019 con fecha máxima de entrega el día 16 /10, en la pagina por seguimiento de compra  me indica que el producto se esta preparando lo cual llamo a los números inservibles que tiene la tienda Ripley y no hay nadie conteste he estado por mas de 40 minutos en espera y no hay nadie que se haga responsable ni entregue una información, me indican que me pueden dar un numero de compra y aun así no tengo éxito. Aparte de cortar el teléfono y no den ningún tipo de explicación. NO COMPREN EN Ripley CON DESPACHO A DOMICILIO. PÉSIMO SERVICIO AL CLIENTE. Aun no tengo información de mi producto obviamente aun no llega. "
283,Inmobiliaria beltec,Nula respuesta a fallas,2019-10-17,"Llevo casi un año en un departamento nuevo, y tengo un termocalefactor que no corresponde a lo que se me ofrecio, y por temas de calidad y consumo, mis cuentas de luz se elevan hasta $86.000, cabe destacar que es un departamento de dos personas donde no se esta en casi todo el dia, ante el reclamo la inmobiliaria, particularmente post venta, solo se ha quedado en conversaciones y no ha dado una solucion al problema, pedi que se me cambiara el termocalefactor por el que deberia tener y no hay respuesta, llevo aproximadamente 5 meses reclamando lo mismo y ni siquiera se me ha dado una respuesta formal, ya que envie reclamo formal atraves de carta firmada. Siguen en conversaciones con la administracion y yo mientras tanto sigo pagando elevadisimas cuentas sin ni siquiera estar en mi departamento. "
284,Starken,Nunca llego encomienda,2019-10-17,"El día miércoles 09/10/2019 se realizó un envió (televisor LED 43 y una procesadora de alimentos junto con objetos personales), pagado, en la ciudad de Concepción para ser entregado a domicilio en Santiago. Se indicó, en la boleta y por parte del empleado, que llegaría el día viernes 11/10/2019, sin embargo, ese día no llegó. El día lunes se llamó a la empresa a su número de atención, indicando que tenían retrasos en los envíos y que llegaría dentro de tres días más, por lo cual solicité hablar con algún encargado, me contactaron con el supervisor Luis Ahumada, y me indicó que realizaría gestiones para que llegara seguro el día martes 15/10/2019, sin embargo, el día martes no llegó. Se volvió a llamar a la empresa y entregaron varias versiones, una de ellas que se había enviado una caja primero y la otra después, que no saben dónde se encuentran las cajas, y que no saben porque no se han enviado aun a destino, me indicaron que llegaría el día miércoles 16/10/2019. Solicité nuevamente hablar con el encargado y no quisieron comunicarme con él y me indicaron que la encomienda llegaría el día miércoles 16/10/2019. El día miércoles al no obtener respuesta, llamé nuevamente y pude contactarme con el supervisor Luis Ahumada, el cual me indica que no saben por qué no se ha realizado el envío aun. Solicite que se me diera una solución definitiva y no pudieron darme ninguna. Solo me indicó que quizás podría llegar en tres días más pero que no podía asegurar nada. nunca tuve ninguna solución a mi problema y las encomiendas se perdieron. "
